query_image,question,options,answer,template_image,mask
MVTec-LOCO/screw_bag/test/structural_anomalies/012.png,There is a defect in the object. What is the potential effect of the defect?,"A: Compromises the protective function of the bag
B: Increases the product's durability
C: Improves the product's usability
D: Enhances the visual appeal of the packaging",A,MVTec-LOCO/screw_bag/train/good/274.png,MVTec-LOCO/screw_bag/test/ground_truth/structural_anomalies/012
MVTec-LOCO/screw_bag/test/structural_anomalies/013.png,Is there any defect in the object?,"A: No.
B: Yes.",B,MVTec-LOCO/screw_bag/train/good/171.png,MVTec-LOCO/screw_bag/test/ground_truth/structural_anomalies/013
MVTec-LOCO/screw_bag/test/structural_anomalies/013.png,There is a defect in the object. What is the type of the defect?,"A: Missing component
B: Structural anomaly
C: Discoloration
D: Excessive wear",B,MVTec-LOCO/screw_bag/train/good/171.png,MVTec-LOCO/screw_bag/test/ground_truth/structural_anomalies/013
MVTec-LOCO/screw_bag/test/structural_anomalies/013.png,There is a defect in the object. Where is the defect?,"A: Top center
B: Bottom right
C: Bottom left
D: Middle right",A,MVTec-LOCO/screw_bag/train/good/171.png,MVTec-LOCO/screw_bag/test/ground_truth/structural_anomalies/013
MVTec-LOCO/screw_bag/test/structural_anomalies/013.png,There is a defect in the object. What is the appearance of the defect?,"A: Dent
B: Faded color
C: Irregular break or puncture
D: Scratches",C,MVTec-LOCO/screw_bag/train/good/171.png,MVTec-LOCO/screw_bag/test/ground_truth/structural_anomalies/013
MVTec-LOCO/screw_bag/test/structural_anomalies/013.png,There is a defect in the object. What is the potential effect of the defect?,"A: Enhanced aesthetics
B: Improved functionality
C: Compromised sterility or completeness
D: Increased durability",C,MVTec-LOCO/screw_bag/train/good/171.png,MVTec-LOCO/screw_bag/test/ground_truth/structural_anomalies/013
MVTec-LOCO/screw_bag/test/structural_anomalies/014.png,Is there any defect in the object?,"A: No.
B: Yes.",B,MVTec-LOCO/screw_bag/train/good/191.png,MVTec-LOCO/screw_bag/test/ground_truth/structural_anomalies/014
MVTec-LOCO/screw_bag/test/structural_anomalies/014.png,There is a defect in the object. What is the type of the defect?,"A: Discoloration
B: Tear
C: Hole
D: Dent",C,MVTec-LOCO/screw_bag/train/good/191.png,MVTec-LOCO/screw_bag/test/ground_truth/structural_anomalies/014
MVTec-LOCO/screw_bag/test/structural_anomalies/014.png,There is a defect in the object. Where is the defect?,"A: Bottom-right corner
B: Top-left corner
C: Center-right region
D: Top-center",C,MVTec-LOCO/screw_bag/train/good/191.png,MVTec-LOCO/screw_bag/test/ground_truth/structural_anomalies/014
MVTec-LOCO/screw_bag/test/structural_anomalies/014.png,There is a defect in the object. What is the appearance of the defect?,"A: Dent or indentation on the surface
B: Discoloration of the plastic material
C: Crack or split in the plastic
D: Distortion in the shape of the plastic bag",D,MVTec-LOCO/screw_bag/train/good/191.png,MVTec-LOCO/screw_bag/test/ground_truth/structural_anomalies/014
MVTec-LOCO/screw_bag/test/structural_anomalies/014.png,There is a defect in the object. What is the potential effect of the defect?,"A: Enhances the aesthetic appeal of the product
B: Compromises the integrity of the packaging
C: Improves the visibility of the contents
D: Facilitates easier access to the contents",B,MVTec-LOCO/screw_bag/train/good/191.png,MVTec-LOCO/screw_bag/test/ground_truth/structural_anomalies/014
MVTec-LOCO/screw_bag/test/structural_anomalies/015.png,Is there any defect in the object?,"A: Yes.
B: No.",A,MVTec-LOCO/screw_bag/train/good/065.png,MVTec-LOCO/screw_bag/test/ground_truth/structural_anomalies/015
MVTec-LOCO/screw_bag/test/structural_anomalies/015.png,There is a defect in the object. What is the type of the defect?,"A: Discoloration
B: Structural anomaly
C: Missing component
D: Contamination",B,MVTec-LOCO/screw_bag/train/good/065.png,MVTec-LOCO/screw_bag/test/ground_truth/structural_anomalies/015
MVTec-LOCO/screw_bag/test/structural_anomalies/015.png,There is a defect in the object. Where is the defect?,"A: Top right
B: Bottom left
C: Bottom right
D: Top left",C,MVTec-LOCO/screw_bag/train/good/065.png,MVTec-LOCO/screw_bag/test/ground_truth/structural_anomalies/015
MVTec-LOCO/screw_bag/test/structural_anomalies/015.png,There is a defect in the object. What is the appearance of the defect?,"A: Crack or chip
B: Faded or worn
C: Stain or blemish
D: Rupture or tear",D,MVTec-LOCO/screw_bag/train/good/065.png,MVTec-LOCO/screw_bag/test/ground_truth/structural_anomalies/015
MVTec-LOCO/screw_bag/test/structural_anomalies/015.png,There is a defect in the object. What is the potential effect of the defect?,"A: Reduced durability
B: Leakage of contents
C: Decreased functionality
D: Aesthetic impairment",B,MVTec-LOCO/screw_bag/train/good/065.png,MVTec-LOCO/screw_bag/test/ground_truth/structural_anomalies/015
MVTec-LOCO/screw_bag/test/structural_anomalies/016.png,Is there any defect in the object?,"A: No.
B: Yes.",B,MVTec-LOCO/screw_bag/train/good/082.png,MVTec-LOCO/screw_bag/test/ground_truth/structural_anomalies/016
MVTec-LOCO/screw_bag/test/structural_anomalies/016.png,There is a defect in the object. What is the type of the defect?,"A: Misalignment
B: Excessive wear
C: Discoloration
D: Part broken",D,MVTec-LOCO/screw_bag/train/good/082.png,MVTec-LOCO/screw_bag/test/ground_truth/structural_anomalies/016
MVTec-LOCO/screw_bag/test/structural_anomalies/016.png,There is a defect in the object. Where is the defect?,"A: Top left
B: Top right
C: Bottom left
D: Center",D,MVTec-LOCO/screw_bag/train/good/082.png,MVTec-LOCO/screw_bag/test/ground_truth/structural_anomalies/016
MVTec-LOCO/screw_bag/test/structural_anomalies/016.png,There is a defect in the object. What is the appearance of the defect?,"A: Scratch
B: Missing portion
C: Crack
D: Deformation",B,MVTec-LOCO/screw_bag/train/good/082.png,MVTec-LOCO/screw_bag/test/ground_truth/structural_anomalies/016
MVTec-LOCO/screw_bag/test/structural_anomalies/016.png,There is a defect in the object. What is the potential effect of the defect?,"A: Increased friction
B: Leakage
C: Corrosion
D: Reduced strength",D,MVTec-LOCO/screw_bag/train/good/082.png,MVTec-LOCO/screw_bag/test/ground_truth/structural_anomalies/016
MVTec-LOCO/screw_bag/test/structural_anomalies/017.png,Is there any defect in the object?,"A: Yes.
B: No.",A,MVTec-LOCO/screw_bag/train/good/171.png,MVTec-LOCO/screw_bag/test/ground_truth/structural_anomalies/017
MVTec-LOCO/screw_bag/test/structural_anomalies/017.png,There is a defect in the object. What is the type of the defect?,"A: Dimensional deviation
B: Contamination
C: Structural anomaly
D: Discoloration",C,MVTec-LOCO/screw_bag/train/good/171.png,MVTec-LOCO/screw_bag/test/ground_truth/structural_anomalies/017
MVTec-LOCO/screw_bag/test/structural_anomalies/017.png,There is a defect in the object. Where is the defect?,"A: Bottom right
B: Top right
C: Top left
D: Bottom left",A,MVTec-LOCO/screw_bag/train/good/171.png,MVTec-LOCO/screw_bag/test/ground_truth/structural_anomalies/017
MVTec-LOCO/screw_bag/test/structural_anomalies/017.png,There is a defect in the object. What is the appearance of the defect?,"A: Broken or damaged component
B: Foreign material
C: Stain or mark
D: Irregular shape",A,MVTec-LOCO/screw_bag/train/good/171.png,MVTec-LOCO/screw_bag/test/ground_truth/structural_anomalies/017
MVTec-LOCO/screw_bag/test/structural_anomalies/017.png,There is a defect in the object. What is the effect of the defect?,"A: Increases weight
B: Affects functional integrity
C: Causes corrosion
D: Reduces strength",B,MVTec-LOCO/screw_bag/train/good/171.png,MVTec-LOCO/screw_bag/test/ground_truth/structural_anomalies/017
MVTec-LOCO/screw_bag/test/structural_anomalies/018.png,Is there any defect in the object?,"A: Yes.
B: No.",A,MVTec-LOCO/screw_bag/train/good/250.png,MVTec-LOCO/screw_bag/test/ground_truth/structural_anomalies/018
MVTec-LOCO/screw_bag/test/structural_anomalies/018.png,There is a defect in the object. What is the type of the defect?,"A: Missing component
B: Discoloration
C: Structural anomaly
D: Scratches",C,MVTec-LOCO/screw_bag/train/good/250.png,MVTec-LOCO/screw_bag/test/ground_truth/structural_anomalies/018
MVTec-LOCO/screw_bag/test/structural_anomalies/018.png,There is a defect in the object. Where is the defect?,"A: On the shaft of the screw in the bottom left
B: On the head of the screw
C: On one of the nuts
D: On the shaft of the screw in the top right",A,MVTec-LOCO/screw_bag/train/good/250.png,MVTec-LOCO/screw_bag/test/ground_truth/structural_anomalies/018
MVTec-LOCO/screw_bag/test/structural_anomalies/018.png,There is a defect in the object. What is the appearance of the defect?,"A: The screw shaft is slightly darker or indistinct
B: The screw shaft is broken
C: The screw shaft is bent
D: The screw shaft is missing threads",A,MVTec-LOCO/screw_bag/train/good/250.png,MVTec-LOCO/screw_bag/test/ground_truth/structural_anomalies/018
MVTec-LOCO/screw_bag/test/structural_anomalies/018.png,There is a defect in the object. What is the potential effect of the defect?,"A: The screw will be more expensive to replace
B: The screw will be easier to install
C: The screw will not fit properly
D: The screw will be weaker",C,MVTec-LOCO/screw_bag/train/good/250.png,MVTec-LOCO/screw_bag/test/ground_truth/structural_anomalies/018
MVTec-LOCO/screw_bag/test/structural_anomalies/019.png,Is there any defect in the object?,"A: No.
B: Yes.",B,MVTec-LOCO/screw_bag/train/good/254.png,MVTec-LOCO/screw_bag/test/ground_truth/structural_anomalies/019
MVTec-LOCO/screw_bag/test/structural_anomalies/019.png,There is a defect in the object. What is the type of the defect?,"A: Cosmetic
B: Electrical
C: Structural
D: Functional",C,MVTec-LOCO/screw_bag/train/good/254.png,MVTec-LOCO/screw_bag/test/ground_truth/structural_anomalies/019
MVTec-LOCO/screw_bag/test/structural_anomalies/019.png,There is a defect in the object. Where is the defect?,"A: Bottom left
B: Top left
C: Bottom right
D: Top right",C,MVTec-LOCO/screw_bag/train/good/254.png,MVTec-LOCO/screw_bag/test/ground_truth/structural_anomalies/019
MVTec-LOCO/screw_bag/test/structural_anomalies/019.png,There is a defect in the object. What is the appearance of the defect?,"A: Dent
B: Missing piece
C: Crack
D: Discoloration",B,MVTec-LOCO/screw_bag/train/good/254.png,MVTec-LOCO/screw_bag/test/ground_truth/structural_anomalies/019
MVTec-LOCO/screw_bag/test/structural_anomalies/019.png,There is a defect in the object. What is the effect of the defect?,"A: Leakage
B: Decreased performance
C: Reduced strength
D: Increased weight",C,MVTec-LOCO/screw_bag/train/good/254.png,MVTec-LOCO/screw_bag/test/ground_truth/structural_anomalies/019
MVTec-LOCO/screw_bag/test/structural_anomalies/020.png,Is there any defect in the object?,"A: No.
B: Yes.",B,MVTec-LOCO/screw_bag/train/good/059.png,MVTec-LOCO/screw_bag/test/ground_truth/structural_anomalies/020
MVTec-LOCO/screw_bag/test/structural_anomalies/020.png,There is a defect in the object. What is the type of the defect?,"A: Discoloration
B: Dent
C: Crack
D: Fracture",D,MVTec-LOCO/screw_bag/train/good/059.png,MVTec-LOCO/screw_bag/test/ground_truth/structural_anomalies/020
MVTec-LOCO/screw_bag/test/structural_anomalies/020.png,There is a defect in the object. Where is the defect?,"A: On the threaded portion of the bolt
B: At the bottom of the bolt
C: At the top of the bolt
D: On the center-right section of the bolt",D,MVTec-LOCO/screw_bag/train/good/059.png,MVTec-LOCO/screw_bag/test/ground_truth/structural_anomalies/020
MVTec-LOCO/screw_bag/test/structural_anomalies/020.png,There is a defect in the object. What is the appearance of the defect?,"A: Faded and discolored
B: Dented and indented
C: Smooth and uniform
D: Irregular and misshapen",D,MVTec-LOCO/screw_bag/train/good/059.png,MVTec-LOCO/screw_bag/test/ground_truth/structural_anomalies/020
MVTec-LOCO/screw_bag/test/structural_anomalies/020.png,There is a defect in the object. What is the effect of the defect?,"A: Increases the functionality of the bolt
B: Weakens the structural integrity of the bolt
C: Improves the appearance of the bolt
D: Does not affect the bolt's performance",B,MVTec-LOCO/screw_bag/train/good/059.png,MVTec-LOCO/screw_bag/test/ground_truth/structural_anomalies/020
MVTec-LOCO/screw_bag/test/structural_anomalies/021.png,Is there any defect in the object?,"A: Yes.
B: No.",A,MVTec-LOCO/screw_bag/train/good/212.png,MVTec-LOCO/screw_bag/test/ground_truth/structural_anomalies/021
MVTec-LOCO/screw_bag/test/structural_anomalies/021.png,There is a defect in the object. What is the type of the defect?,"A: Discoloration
B: Crack
C: Breakage
D: Missing part",C,MVTec-LOCO/screw_bag/train/good/212.png,MVTec-LOCO/screw_bag/test/ground_truth/structural_anomalies/021
MVTec-LOCO/screw_bag/test/structural_anomalies/021.png,There is a defect in the object. Where is the defect?,"A: On the long bolt
B: On the packaging
C: On one of the short bolts
D: On the nuts",C,MVTec-LOCO/screw_bag/train/good/212.png,MVTec-LOCO/screw_bag/test/ground_truth/structural_anomalies/021
MVTec-LOCO/screw_bag/test/structural_anomalies/021.png,There is a defect in the object. What is the appearance of the defect?,"A: Dents
B: Rust
C: Missing thread
D: Scratches",C,MVTec-LOCO/screw_bag/train/good/212.png,MVTec-LOCO/screw_bag/test/ground_truth/structural_anomalies/021
MVTec-LOCO/screw_bag/test/structural_anomalies/021.png,There is a defect in the object. What is the effect of the defect?,"A: Reduced strength
B: No impact on performance
C: Improved functionality
D: Increased durability",A,MVTec-LOCO/screw_bag/train/good/212.png,MVTec-LOCO/screw_bag/test/ground_truth/structural_anomalies/021
MVTec-LOCO/screw_bag/test/structural_anomalies/022.png,Is there any defect in the object?,"A: No.
B: Yes.",B,MVTec-LOCO/screw_bag/train/good/269.png,MVTec-LOCO/screw_bag/test/ground_truth/structural_anomalies/022
MVTec-LOCO/screw_bag/test/structural_anomalies/022.png,There is a defect in the object. What is the type of the defect?,"A: Crack
B: Broken bolt
C: Discoloration
D: Missing component",B,MVTec-LOCO/screw_bag/train/good/269.png,MVTec-LOCO/screw_bag/test/ground_truth/structural_anomalies/022
MVTec-LOCO/screw_bag/test/structural_anomalies/022.png,There is a defect in the object. Where is the defect?,"A: Top right
B: Bottom right
C: Top left
D: Bottom left",D,MVTec-LOCO/screw_bag/train/good/269.png,MVTec-LOCO/screw_bag/test/ground_truth/structural_anomalies/022
MVTec-LOCO/screw_bag/test/structural_anomalies/022.png,There is a defect in the object. What is the appearance of the defect?,"A: The bolt's shaft is missing.
B: The bolt's shaft is shorter than normal.
C: The bolt's shaft is longer than normal.
D: The bolt's shaft is bent.",B,MVTec-LOCO/screw_bag/train/good/269.png,MVTec-LOCO/screw_bag/test/ground_truth/structural_anomalies/022
MVTec-LOCO/screw_bag/test/structural_anomalies/022.png,There is a defect in the object. What is the effect of the defect?,"A: The bolt's function is unaffected.
B: The bolt's structural integrity is compromised.
C: The bolt can still be used without issue.
D: The bolt's appearance is altered.",B,MVTec-LOCO/screw_bag/train/good/269.png,MVTec-LOCO/screw_bag/test/ground_truth/structural_anomalies/022
MVTec-LOCO/screw_bag/test/structural_anomalies/023.png,Is there any defect in the object?,"A: Yes.
B: No.",A,MVTec-LOCO/screw_bag/train/good/101.png,MVTec-LOCO/screw_bag/test/ground_truth/structural_anomalies/023
MVTec-LOCO/screw_bag/test/structural_anomalies/023.png,There is a defect in the object. What is the type of the defect?,"A: Structural anomaly
B: Discoloration
C: Contamination
D: Dimensional variation",A,MVTec-LOCO/screw_bag/train/good/101.png,MVTec-LOCO/screw_bag/test/ground_truth/structural_anomalies/023
MVTec-LOCO/screw_bag/test/structural_anomalies/023.png,There is a defect in the object. Where is the defect?,"A: Top left
B: Top right
C: Bottom right
D: Bottom left",A,MVTec-LOCO/screw_bag/train/good/101.png,MVTec-LOCO/screw_bag/test/ground_truth/structural_anomalies/023
MVTec-LOCO/screw_bag/test/structural_anomalies/023.png,There is a defect in the object. What is the appearance of the defect?,"A: Stain
B: Irregular profile
C: Dent
D: Crack",B,MVTec-LOCO/screw_bag/train/good/101.png,MVTec-LOCO/screw_bag/test/ground_truth/structural_anomalies/023
MVTec-LOCO/screw_bag/test/structural_anomalies/023.png,There is a defect in the object. What is the effect of the defect?,"A: Increased weight
B: Reduced strength
C: Decreased functionality
D: Improved aesthetics",C,MVTec-LOCO/screw_bag/train/good/101.png,MVTec-LOCO/screw_bag/test/ground_truth/structural_anomalies/023
MVTec-LOCO/screw_bag/test/structural_anomalies/024.png,Is there any defect in the object?,"A: Yes.
B: No.",A,MVTec-LOCO/screw_bag/train/good/029.png,MVTec-LOCO/screw_bag/test/ground_truth/structural_anomalies/024
MVTec-LOCO/screw_bag/test/structural_anomalies/024.png,There is a defect in the object. What is the type of the defect?,"A: Crack
B: Broken/Damaged
C: Rust
D: Discoloration",B,MVTec-LOCO/screw_bag/train/good/029.png,MVTec-LOCO/screw_bag/test/ground_truth/structural_anomalies/024
MVTec-LOCO/screw_bag/test/structural_anomalies/024.png,There is a defect in the object. Where is the defect?,"A: Center
B: Top right
C: Top left
D: Bottom left",D,MVTec-LOCO/screw_bag/train/good/029.png,MVTec-LOCO/screw_bag/test/ground_truth/structural_anomalies/024
MVTec-LOCO/screw_bag/test/structural_anomalies/024.png,There is a defect in the object. What is the appearance of the defect?,"A: Missing section of threading
B: Scratch
C: Discoloration
D: Dent",A,MVTec-LOCO/screw_bag/train/good/029.png,MVTec-LOCO/screw_bag/test/ground_truth/structural_anomalies/024
MVTec-LOCO/screw_bag/test/structural_anomalies/024.png,There is a defect in the object. What is the effect of the defect?,"A: Improved functionality
B: Reduced strength
C: No impact
D: Increased durability",B,MVTec-LOCO/screw_bag/train/good/029.png,MVTec-LOCO/screw_bag/test/ground_truth/structural_anomalies/024
MVTec-LOCO/screw_bag/test/structural_anomalies/025.png,Is there any defect in the object?,"A: Yes.
B: No.",A,MVTec-LOCO/screw_bag/train/good/163.png,MVTec-LOCO/screw_bag/test/ground_truth/structural_anomalies/025
MVTec-LOCO/screw_bag/test/structural_anomalies/025.png,There is a defect in the object. What is the type of the defect?,"A: Functional
B: Structural
C: Cosmetic
D: Dimensional",B,MVTec-LOCO/screw_bag/train/good/163.png,MVTec-LOCO/screw_bag/test/ground_truth/structural_anomalies/025
MVTec-LOCO/screw_bag/test/structural_anomalies/025.png,There is a defect in the object. Where is the defect?,"A: Top-right
B: Bottom-center
C: Top-left
D: Middle-right",B,MVTec-LOCO/screw_bag/train/good/163.png,MVTec-LOCO/screw_bag/test/ground_truth/structural_anomalies/025
MVTec-LOCO/screw_bag/test/structural_anomalies/025.png,There is a defect in the object. What is the appearance of the defect?,"A: Crack
B: Incomplete
C: Misalignment
D: Discoloration",B,MVTec-LOCO/screw_bag/train/good/163.png,MVTec-LOCO/screw_bag/test/ground_truth/structural_anomalies/025
MVTec-LOCO/screw_bag/test/structural_anomalies/025.png,There is a defect in the object. How might the defect affect the functionality of the object?,"A: Impaired threading
B: Increased weight
C: No impact
D: Reduced durability",A,MVTec-LOCO/screw_bag/train/good/163.png,MVTec-LOCO/screw_bag/test/ground_truth/structural_anomalies/025
MVTec-LOCO/screw_bag/test/structural_anomalies/026.png,Is there any defect in the object?,"A: No.
B: Yes.",B,MVTec-LOCO/screw_bag/train/good/210.png,MVTec-LOCO/screw_bag/test/ground_truth/structural_anomalies/026
MVTec-LOCO/screw_bag/test/structural_anomalies/026.png,There is a defect in the object. What is the type of the defect?,"A: Incorrect bolt size
B: Incorrect nut size
C: Damaged packaging
D: Missing segment in the largest washer",D,MVTec-LOCO/screw_bag/train/good/210.png,MVTec-LOCO/screw_bag/test/ground_truth/structural_anomalies/026
MVTec-LOCO/screw_bag/test/structural_anomalies/026.png,There is a defect in the object. Where is the defect?,"A: Top right of the image
B: Center-left of the image
C: Top left of the image
D: Bottom center of the image",B,MVTec-LOCO/screw_bag/train/good/210.png,MVTec-LOCO/screw_bag/test/ground_truth/structural_anomalies/026
MVTec-LOCO/screw_bag/test/structural_anomalies/026.png,There is a defect in the object. What is the appearance of the defect?,"A: The washer is cracked
B: The washer is discolored
C: The washer is bent
D: The washer is missing a segment",D,MVTec-LOCO/screw_bag/train/good/210.png,MVTec-LOCO/screw_bag/test/ground_truth/structural_anomalies/026
MVTec-LOCO/screw_bag/test/structural_anomalies/026.png,There is a defect in the object. What is the effect of the defect?,"A: The packaging is compromised
B: The bolt cannot be tightened properly
C: The washer cannot be used as intended
D: The hardware components are mismatched",C,MVTec-LOCO/screw_bag/train/good/210.png,MVTec-LOCO/screw_bag/test/ground_truth/structural_anomalies/026
MVTec-LOCO/screw_bag/test/structural_anomalies/027.png,Is there any defect in the object?,"A: No.
B: Yes.",B,MVTec-LOCO/screw_bag/train/good/142.png,MVTec-LOCO/screw_bag/test/ground_truth/structural_anomalies/027
MVTec-LOCO/screw_bag/test/structural_anomalies/027.png,There is a defect in the object. What is the type of the defect?,"A: Discoloration
B: Deformation
C: Structural anomaly
D: Contamination",C,MVTec-LOCO/screw_bag/train/good/142.png,MVTec-LOCO/screw_bag/test/ground_truth/structural_anomalies/027
MVTec-LOCO/screw_bag/test/structural_anomalies/027.png,There is a defect in the object. Where is the defect?,"A: Bottom right
B: Top left
C: Top right
D: Bottom left",A,MVTec-LOCO/screw_bag/train/good/142.png,MVTec-LOCO/screw_bag/test/ground_truth/structural_anomalies/027
MVTec-LOCO/screw_bag/test/structural_anomalies/027.png,There is a defect in the object. What is the appearance of the defect?,"A: Part broken
B: Stain
C: Crack
D: Dent",A,MVTec-LOCO/screw_bag/train/good/142.png,MVTec-LOCO/screw_bag/test/ground_truth/structural_anomalies/027
MVTec-LOCO/screw_bag/test/structural_anomalies/027.png,There is a defect in the object. What is the effect of the defect?,"A: Affect the color
B: Affect the weight
C: Affect the functionality
D: Affect the size",C,MVTec-LOCO/screw_bag/train/good/142.png,MVTec-LOCO/screw_bag/test/ground_truth/structural_anomalies/027
MVTec-LOCO/screw_bag/test/structural_anomalies/028.png,Is there any defect in the object?,"A: Yes.
B: No.",A,MVTec-LOCO/screw_bag/train/good/254.png,MVTec-LOCO/screw_bag/test/ground_truth/structural_anomalies/028
MVTec-LOCO/screw_bag/test/structural_anomalies/028.png,There is a defect in the object. What is the type of the defect?,"A: Structural
B: Contamination
C: Dimensional
D: Discoloration",A,MVTec-LOCO/screw_bag/train/good/254.png,MVTec-LOCO/screw_bag/test/ground_truth/structural_anomalies/028
MVTec-LOCO/screw_bag/test/structural_anomalies/028.png,There is a defect in the object. Where is the defect?,"A: On one of the nuts
B: On the overall arrangement
C: On the plastic bag
D: On one of the bolts",D,MVTec-LOCO/screw_bag/train/good/254.png,MVTec-LOCO/screw_bag/test/ground_truth/structural_anomalies/028
MVTec-LOCO/screw_bag/test/structural_anomalies/028.png,There is a defect in the object. What is the appearance of the defect?,"A: Misaligned components
B: Discolored surface
C: Foreign material presence
D: Incomplete or broken threaded shaft",D,MVTec-LOCO/screw_bag/train/good/254.png,MVTec-LOCO/screw_bag/test/ground_truth/structural_anomalies/028
MVTec-LOCO/screw_bag/test/structural_anomalies/028.png,There is a defect in the object. What is the effect of the defect?,"A: Reduced strength and functionality
B: No impact on performance
C: Aesthetic issue only
D: Increased corrosion risk",A,MVTec-LOCO/screw_bag/train/good/254.png,MVTec-LOCO/screw_bag/test/ground_truth/structural_anomalies/028
MVTec-LOCO/screw_bag/test/structural_anomalies/029.png,Is there any defect in the object?,"A: No.
B: Yes.",B,MVTec-LOCO/screw_bag/train/good/196.png,MVTec-LOCO/screw_bag/test/ground_truth/structural_anomalies/029
MVTec-LOCO/screw_bag/test/structural_anomalies/029.png,There is a defect in the object. What is the type of the defect?,"A: Structural anomaly
B: Discoloration
C: Dents
D: Scratches",A,MVTec-LOCO/screw_bag/train/good/196.png,MVTec-LOCO/screw_bag/test/ground_truth/structural_anomalies/029
MVTec-LOCO/screw_bag/test/structural_anomalies/029.png,There is a defect in the object. Where is the defect?,"A: Bottom left
B: Top right
C: Top left
D: Bottom right",D,MVTec-LOCO/screw_bag/train/good/196.png,MVTec-LOCO/screw_bag/test/ground_truth/structural_anomalies/029
MVTec-LOCO/screw_bag/test/structural_anomalies/029.png,There is a defect in the object. What is the appearance of the defect?,"A: Rough texture
B: Shiny surface
C: Irregular shape
D: Incomplete or broken threading",D,MVTec-LOCO/screw_bag/train/good/196.png,MVTec-LOCO/screw_bag/test/ground_truth/structural_anomalies/029
MVTec-LOCO/screw_bag/test/structural_anomalies/029.png,There is a defect in the object. What is the effect of the defect?,"A: Improves appearance
B: Increases durability
C: Enhances functionality
D: Reduces strength",D,MVTec-LOCO/screw_bag/train/good/196.png,MVTec-LOCO/screw_bag/test/ground_truth/structural_anomalies/029
MVTec-LOCO/screw_bag/test/structural_anomalies/030.png,Is there any defect in the object?,"A: Yes.
B: No.",A,MVTec-LOCO/screw_bag/train/good/181.png,MVTec-LOCO/screw_bag/test/ground_truth/structural_anomalies/030
MVTec-LOCO/screw_bag/test/structural_anomalies/030.png,There is a defect in the object. What is the type of the defect?,"A: Discoloration
B: Missing part
C: Crack
D: Dent",B,MVTec-LOCO/screw_bag/train/good/181.png,MVTec-LOCO/screw_bag/test/ground_truth/structural_anomalies/030
MVTec-LOCO/screw_bag/test/structural_anomalies/030.png,There is a defect in the object. Where is the defect?,"A: Top left
B: Bottom right
C: Center
D: Top right",C,MVTec-LOCO/screw_bag/train/good/181.png,MVTec-LOCO/screw_bag/test/ground_truth/structural_anomalies/030
MVTec-LOCO/screw_bag/test/structural_anomalies/030.png,There is a defect in the object. What is the appearance of the defect?,"A: Circular
B: Irregular
C: Linear
D: Rectangular",B,MVTec-LOCO/screw_bag/train/good/181.png,MVTec-LOCO/screw_bag/test/ground_truth/structural_anomalies/030
MVTec-LOCO/screw_bag/test/structural_anomalies/030.png,There is a defect in the object. What is the likely effect of the defect on the nut's functionality?,"A: Nut is unusable
B: Significantly compromised functionality
C: No impact on functionality
D: Slightly reduced functionality",A,MVTec-LOCO/screw_bag/train/good/181.png,MVTec-LOCO/screw_bag/test/ground_truth/structural_anomalies/030
MVTec-LOCO/screw_bag/test/structural_anomalies/031.png,Is there any defect in the object?,"A: Yes.
B: No.",A,MVTec-LOCO/screw_bag/train/good/356.png,MVTec-LOCO/screw_bag/test/ground_truth/structural_anomalies/031
MVTec-LOCO/screw_bag/test/structural_anomalies/031.png,There is a defect in the object. What is the type of the defect?,"A: Discoloration
B: Missing component
C: Crack
D: Structural anomaly",D,MVTec-LOCO/screw_bag/train/good/356.png,MVTec-LOCO/screw_bag/test/ground_truth/structural_anomalies/031
MVTec-LOCO/screw_bag/test/structural_anomalies/031.png,There is a defect in the object. Where is the defect?,"A: Bottom-right region
B: Center-left region
C: Top-left region
D: Top-right region",B,MVTec-LOCO/screw_bag/train/good/356.png,MVTec-LOCO/screw_bag/test/ground_truth/structural_anomalies/031
MVTec-LOCO/screw_bag/test/structural_anomalies/031.png,There is a defect in the object. What is the appearance of the defect?,"A: Dented surface
B: Discontinuous threading
C: Smooth and continuous
D: Faded color",B,MVTec-LOCO/screw_bag/train/good/356.png,MVTec-LOCO/screw_bag/test/ground_truth/structural_anomalies/031
MVTec-LOCO/screw_bag/test/structural_anomalies/031.png,There is a defect in the object. What is the effect of the defect?,"A: No impact on functionality
B: Increased durability
C: Reduced strength
D: Improved appearance",C,MVTec-LOCO/screw_bag/train/good/356.png,MVTec-LOCO/screw_bag/test/ground_truth/structural_anomalies/031
MVTec-LOCO/screw_bag/test/structural_anomalies/032.png,Is there any defect in the object?,"A: No.
B: Yes.",B,MVTec-LOCO/screw_bag/train/good/354.png,MVTec-LOCO/screw_bag/test/ground_truth/structural_anomalies/032
MVTec-LOCO/screw_bag/test/structural_anomalies/032.png,There is a defect in the object. What is the type of the defect?,"A: Part broken
B: Discoloration
C: Crack
D: Misalignment",A,MVTec-LOCO/screw_bag/train/good/354.png,MVTec-LOCO/screw_bag/test/ground_truth/structural_anomalies/032
MVTec-LOCO/screw_bag/test/structural_anomalies/032.png,There is a defect in the object. Where is the defect?,"A: Bottom left
B: Bottom center
C: Top left
D: Top right",B,MVTec-LOCO/screw_bag/train/good/354.png,MVTec-LOCO/screw_bag/test/ground_truth/structural_anomalies/032
